indice_tiempo,region_de_destino,origen_visitantes,visitas,observaciones
2022-06-01,litoral,residentes,84833,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-06-01,litoral,total,102441,Emergencia sanitaria
2022-06-01,norte,no residentes,578,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-06-01,norte,residentes,15790,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-06-01,norte,total,16368,Emergencia sanitaria
2022-06-01,patagonia,no residentes,11410,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-06-01,patagonia,residentes,53112,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-06-01,patagonia,total,64522,Emergencia sanitaria
2022-07-01,buenos aires,no residentes,9,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,buenos aires,residentes,4547,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,buenos aires,total,4556,Emergencia sanitaria
2022-07-01,cordoba,no residentes,67,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,cordoba,residentes,1992,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,cordoba,total,2059,Emergencia sanitaria
2022-07-01,cuyo,no residentes,79,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,cuyo,residentes,11885,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,cuyo,total,11964,Emergencia sanitaria
2022-07-01,litoral,no residentes,35085,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,litoral,residentes,196534,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,litoral,total,231619,Emergencia sanitaria
2022-07-01,norte,no residentes,774,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,norte,residentes,34091,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,norte,total,34865,Emergencia sanitaria
2022-07-01,patagonia,no residentes,20057,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-07-01,patagonia,residentes,68302,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-07-01,patagonia,total,88359,Emergencia sanitaria
2022-08-01,buenos aires,no residentes,6,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,buenos aires,residentes,3585,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,buenos aires,total,3591,Emergencia sanitaria
2022-08-01,cordoba,no residentes,62,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,cordoba,residentes,1905,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,cordoba,total,1967,Emergencia sanitaria
2022-08-01,cuyo,no residentes,90,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,cuyo,residentes,4434,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,cuyo,total,4524,Emergencia sanitaria
2022-08-01,litoral,no residentes,27584,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,litoral,residentes,107192,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,litoral,total,134776,Emergencia sanitaria
2022-08-01,norte,no residentes,656,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,norte,residentes,20593,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,norte,total,21249,Emergencia sanitaria
2022-08-01,patagonia,no residentes,18588,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-08-01,patagonia,residentes,61000,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-08-01,patagonia,total,79588,Emergencia sanitaria
2022-09-01,buenos aires,no residentes,14,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,buenos aires,residentes,3970,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,buenos aires,total,3984,Emergencia sanitaria
2022-09-01,cordoba,no residentes,41,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,cordoba,residentes,1249,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,cordoba,total,1290,Emergencia sanitaria
2022-09-01,cuyo,no residentes,81,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,cuyo,residentes,4717,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,cuyo,total,4798,Emergencia sanitaria
2022-09-01,litoral,no residentes,30284,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,litoral,residentes,116711,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,litoral,total,146995,Emergencia sanitaria
2022-09-01,norte,no residentes,657,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,norte,residentes,19360,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,norte,total,20017,Emergencia sanitaria
2022-09-01,patagonia,no residentes,23200,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-09-01,patagonia,residentes,78376,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-09-01,patagonia,total,101576,Emergencia sanitaria
2022-10-01,buenos aires,no residentes,19,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,buenos aires,residentes,4845,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,buenos aires,total,4864,Emergencia sanitaria
2022-10-01,cordoba,no residentes,109,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,cordoba,residentes,2140,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,cordoba,total,2249,Emergencia sanitaria
2022-10-01,cuyo,no residentes,144,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,cuyo,residentes,5657,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,cuyo,total,5801,Emergencia sanitaria
2022-10-01,litoral,no residentes,28435,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,litoral,residentes,134842,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,litoral,total,163277,Emergencia sanitaria
2022-10-01,norte,no residentes,787,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,norte,residentes,22827,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,norte,total,23614,Emergencia sanitaria
2022-10-01,patagonia,no residentes,38211,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-10-01,patagonia,residentes,124830,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-10-01,patagonia,total,163041,Emergencia sanitaria
2022-11-01,buenos aires,no residentes,8,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,buenos aires,residentes,1724,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,buenos aires,total,1732,Emergencia sanitaria
2022-11-01,cordoba,no residentes,31,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,cordoba,residentes,350,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,cordoba,total,381,Emergencia sanitaria
2022-11-01,cuyo,no residentes,101,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,cuyo,residentes,3234,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,cuyo,total,3335,Emergencia sanitaria
2022-11-01,litoral,no residentes,36872,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,litoral,residentes,130814,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,litoral,total,167686,Emergencia sanitaria
2022-11-01,norte,no residentes,928,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,norte,residentes,17774,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,norte,total,18702,Emergencia sanitaria
2022-11-01,patagonia,no residentes,63309,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-11-01,patagonia,residentes,114321,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-11-01,patagonia,total,177630,Emergencia sanitaria
2022-12-01,buenos aires,no residentes,17,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,buenos aires,residentes,771,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,buenos aires,total,788,Emergencia sanitaria
2022-12-01,cordoba,no residentes,51,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,cordoba,residentes,436,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,cordoba,total,487,Emergencia sanitaria
2022-12-01,cuyo,no residentes,85,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,cuyo,residentes,1452,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,cuyo,total,1537,Emergencia sanitaria
2022-12-01,litoral,no residentes,38850,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,litoral,residentes,59269,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,litoral,total,98119,Emergencia sanitaria
2022-12-01,norte,no residentes,926,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,norte,residentes,6526,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,norte,total,7452,Emergencia sanitaria
2022-12-01,patagonia,no residentes,73200,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2022-12-01,patagonia,residentes,88790,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2022-12-01,patagonia,total,161990,Emergencia sanitaria
2023-01-01,buenos aires,no residentes,26,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,buenos aires,residentes,1164,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,buenos aires,total,1190,Emergencia sanitaria
2023-01-01,cordoba,no residentes,112,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,cordoba,residentes,2296,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,cordoba,total,2408,Emergencia sanitaria
2023-01-01,cuyo,no residentes,180,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,cuyo,residentes,6487,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,cuyo,total,6667,Emergencia sanitaria
2023-01-01,litoral,no residentes,48372,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,litoral,residentes,132311,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,litoral,total,180683,Emergencia sanitaria
2023-01-01,norte,no residentes,967,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,norte,residentes,13566,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,norte,total,14533,Emergencia sanitaria
2023-01-01,patagonia,no residentes,100697,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-01-01,patagonia,residentes,293200,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-01-01,patagonia,total,393897,Emergencia sanitaria
2023-02-01,buenos aires,no residentes,30,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,buenos aires,residentes,3459,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,buenos aires,total,3489,Emergencia sanitaria
2023-02-01,cordoba,no residentes,253,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,cordoba,residentes,1816,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,cordoba,total,2069,Emergencia sanitaria
2023-02-01,cuyo,no residentes,150,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,cuyo,residentes,3359,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,cuyo,total,3509,Emergencia sanitaria
2023-02-01,litoral,no residentes,42556,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,litoral,residentes,117600,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,litoral,total,160156,Emergencia sanitaria
2023-02-01,norte,no residentes,771,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,norte,residentes,10693,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,norte,total,11464,Emergencia sanitaria
2023-02-01,patagonia,no residentes,90227,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-02-01,patagonia,residentes,217760,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-02-01,patagonia,total,307987,Emergencia sanitaria
2023-03-01,buenos aires,no residentes,26,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,buenos aires,residentes,1362,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,buenos aires,total,1388,Emergencia sanitaria
2023-03-01,cordoba,no residentes,63,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,cordoba,residentes,1440,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,cordoba,total,1503,Emergencia sanitaria
2023-03-01,cuyo,no residentes,170,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,cuyo,residentes,3329,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,cuyo,total,3499,Emergencia sanitaria
2023-03-01,litoral,no residentes,47332,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,litoral,residentes,77210,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,litoral,total,124542,Emergencia sanitaria
2023-03-01,norte,no residentes,946,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,norte,residentes,11409,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,norte,total,12355,Emergencia sanitaria
2023-03-01,patagonia,no residentes,72371,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-03-01,patagonia,residentes,111857,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-03-01,patagonia,total,184228,Emergencia sanitaria
2023-04-01,buenos aires,no residentes,9,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-04-01,buenos aires,residentes,2957,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-04-01,buenos aires,total,2966,Emergencia sanitaria
2023-04-01,cordoba,no residentes,265,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-04-01,cordoba,residentes,2948,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-04-01,cordoba,total,3213,Emergencia sanitaria
2023-04-01,cuyo,no residentes,272,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-04-01,cuyo,residentes,4299,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
2023-04-01,cuyo,total,4571,Emergencia sanitaria
2023-04-01,litoral,no residentes,47974,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2023-04-01,litoral,residentes,103382,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais. Los Parques Nacionales se mantuvieron cerrados del 22 al 30 de mayo (DI-2021-95-APN-DNO#APNAC).
